ID,Relatório,
IA-1998-20,"RELATÓRIO Senhores Membros do Colegiado, O presente Inquérito Administrativo foi instaurado para apurar a eventual existência de irregularidades relacionadas à transferência indevida de ações de emissão da TELECOMUNICAÇÕES DO PARANÁ S.A – TELEPAR, da custódia do Sr. Rudi Adelmir Willrich, reclamante junto a esta CVM, para o nome da PRISMA CORRETORA DE COMMODITIES E CONSULTORIA LTDA. A Comissão de Valores Mobiliários, em 18.11.93, encaminhou ofício à TELEPAR (fls. 44 e 45) solicitando informações quanto às providências a serem tomadas, tendo a companhia informado que a procuração apresenta firma do Cedente reconhecida em Cartório, atendendo às suas exigência de ""fé pública"" e que a procuração outorgada pela Prisma a empregado da empresa se restringe à delegação de poderes para assinar os Termos de Transferência. Instados a prestar depoimentos, os Senhores Fernando Antonio Carvalho de Miranda, Valquir dos Santos Silva e Cid Martins Aristides, sócios cotistas da Prisma, compareceram a esta Autarquia em 09.12.93. No seu depoimento, o Sr. Cid Martins Aristides salientou que as ações em questão tinham sido adquiridas através do Sr. Márcio de Godoy, funcionário da empresa M. Agresta Intermediador de Títulos e Valores Mobiliários. Na inspeção realizada na M. Agresta, em 16.12.93, constatou-se que a compra do lote de ações que continha aquelas de propriedade do Sr. Rudi Willrich havia sido feita em caráter privado, entre os Srs. Márcio de Godoy e Luiz Paulo Fajardo Domingues, operador de mesa da Aureum Sociedade CTVM, na cidade de Curitiba. A inspeção realizada na Prisma permitiu que se encontrassem documentos denominados ""notas de corretagem"" emitidas pela mesma corretora, referentes a operações realizadas tanto no mercado de balcão, envolvendo diversas pessoas físicas e jurídicas, quanto em bolsa de valores, por intermédio da Ação CVC (fls. 128/323). Em 04.01.94, foi celebrado, perante a 4ª Vara da Fazenda Pública de Curitiba, um acordo entre o Reclamante e os Senhores Márcio de Godoy e Mauro Agresta, abrangendo o valor das ações transferidas irregularmente, os dividendos dos exercícios 1991 e 1992, e , ainda, as despesas de viagens e custas processuais. O Reclamante informou à CVM acerca deste acordo e solicitou a interrupção do Inquérito Administrativo, o que não foi acatado pela autarquia porque existiam indícios de outras práticas irregulares. Assim, em 03 de julho de 1998, foi designada a Comissão encarregada pela condução do inquérito conforme a PORTARIA/CVM/PTE/Nº 145/98 (fls.01) para ""apurar responsabilidade pela prática de intermediação irregular no mercado de valores mobiliários, envolvendo ações de emissão de empresas do setor de telecomunicações"". Inicialmente foram notificadas as seguintes pessoas físicas e jurídicas: a) Valquir dos Santos Silva; b) Nilo Eduardo Vasconcellos de Farias; c) Francisco Nilo de Farias; d) Fernando Antonio Carvalho de Miranda; 2/7 e) Cid Martins Aristides; f) Prisma Corretora de Commodities e Consultoria Ltda.; g) Mauro Agresta; h) Denise Zeglio Agresta; i) Márcio de Godoy; j) M. Agresta - Participações e Administração Ltda.; l) João Francisco Bicalho de Farias; m) Ipuense Sociedade de Participações Ltda.; n) Feres José; e o) Ação SA Corretora de Valores e Câmbio Embora a Comissão de Inquérito tenha concluído pela atuação irregular da Prisma, no que concerne à compra e venda de valores mobiliários, relativamente à fraude praticada ela não teria sido responsável, inclusive porque, a documentação que permitiu que fosse concretizada a transferência ilegal teria ocorrido em Curitiba. A Comissão de Inquérito, no seu Relatório de Inspeção CVM/SFI/GFE-RJ/Nº 11/96 (fls. 128 a 135), menciona a constatação da atuação sistemática praticada pela Prisma CCC Ltda. na compra de ações de emissão de companhias telefônicas no mercado de balcão e que, após a formação de lote expressivo, os vendia em bolsa, por intermédio da Ação S/A Corretora de Valores e Câmbio. A Comissão de Inquérito destacou que a Prisma recebia remuneração da Ação CVC pela apresentação de clientes e que os seus sócios-cotistas eram egressos da Máxima Corretora, com bastante experiência em mercado. A Comissão de Inquérito concluiu pela responsabilização das seguintes pessoas: a) Prisma CCC Ltda. e seus sócios-cotistas, Fernando Antonio Carvalho de Miranda, Cid Martins Aristides, Valquir dos Santos Silva e Nilo Eduardo Vasconcelos de Farias, por terem intermediado irregularmente as negociações de ações de emissão de companhias abertas do setor de telecomunicações, inobstante não integrarem o sistema de distribuição previsto na Lei nº 6.385/76, com infração ao art. 16, parágrafo único, da mesma lei e, b) Ação S.A. Corretora de Valores e Câmbio e seu diretor de bolsa, Sr. Feres José, co responsáveis pela atuação irregular da Prisma, por viabilizarem as negociações em bolsa dos lotes desta última, com infração ao art. 16, parágrafo único, da Lei nº 6.385/76. Por não terem sido encontrados elementos indicativos de responsabilidades nos fatos apurados, a Comissão de Inquérito sugeriu a exclusão das seguintes pessoas, indiciadas neste inquérito: Senhores Mauro Agresta, Denise Zeglio Agresta, Márcio de Godoy, Francisco Nilo de Farias, João Francisco Bicalho de Farias, e, ainda, M. Agresta Participações e Administração Ltda. e Ipuense Sociedade de Participações Ltda. Analisando o Relatório de Inspeção, bem como a documentação apresentada nos autos, o Colegiado, em reunião realizada em 06.08.99, considerou suficiente a apuração dos fatos, no que concerne à materialidade e a autoria, por entender que a materialidade se consubstanciava no material coletado no escritório da Prisma e que a autoria seria de se atribuir aos sócios desta corretora de commodities, os quais, inclusive, admitiram, em depoimentos, os procedimentos irregulares. O Colegiado da CVM, dessa forma, aprovou o Relatório da Comissão de Inquérito, entendendo todavia, que a comunicação ao Ministério Público Federal deva ser feita após a conclusão do inquérito. DAS DEFESAS Os acusados, regularmente intimados (fls.651 a 657), e após terem deferido o pedido de prorrogação do prazo para apresentação de defesa, as apresentaram temporaneamente e em peças apartadas, alegando, em resumo: FERNANDO ANTÔNIO CARVALHO DE MIRANDA 3/7 Alega que foi incluído no rol de responsáveis sem ter participado das operações, pois o responsável seria outro sócio da Prisma CCC Ltda. e não podem todos os sócios responder pelo ato de apenas um. Requer, ainda, lhe seja facultada a assinatura do termo de compromisso e, caso não seja aceito, que lhe seja compelida a pena de advertência. PRISMA CORRETORA DE COMMODITIES E CONSULTORIA LTDA., NILO EDUARDO VASCONCELLOS DE FARIAS, VALQUIR DOS SANTOS SILVA E CID MARTINS ARISTIDES Alegam que entre 1992 e 1992 foram veiculados alguns anúncios na imprensa, e que tão logo tomaram conhecimento da ilegalidade desta prática, cessaram com ela, sem prejuízo a terceiros. Em conclusão, alegam terem cessado a prática dos atos apontados pela Comissão de Inquérito e requerem a suspensão do procedimento administrativo, nos termos do § 5º, item I, do art. 11, da Lei nº 6.385/76. AÇÃO S.A. CORRETORA DE VALORES E CÂMBIO E FERES JOSÉ De início os defendentes apresentaramm as seguintes alegações: que a pessoa jurídica é instituição financeira tradicional no Rio de Janeiro, fundada em 1968, sem que tenha sofrido qualquer apenação; que a pessoa física é profissional no mercado financeiro desde 1959, tendo passado por diversas instituições, não tendo sido penalizado nem pela CVM e nem pelo Banco Central do Brasil;- que os fatos ocorreram em 1992 e somente foram notificados em outubro de 1999, passados mais de 5 anos, sujeitando-se à prescrição. Ademais, as operações de venda de ações da TELEPAR e de todas as outras ações realizadas pela Ação CVC foram determinadas pela Prisma Corretora, que era cliente atuante e regular da corretora, sendo os valores das operações realizadas sido regularmente liquidados, possuindo o cliente ficha de cadastro atualizada e inexistindo qualquer suspeita ou dúvida que pudesse, de alguma forma, se colocar quanto a legitimidade de títulos trazidos pela Prima Corretora. As ações levadas para negociação em bolsa de valores por aquela empresa eram regularmente negociadas. Dessa forma, alegam que a corretora e Feres José apenas atendiam ordens determinadas por seu regular cliente, Prisma Corretora, sem jamais imaginar que a venda das referidas ações da TELEPAR, ou qualquer outra em circulação por ela trazidas pudessem estar inquinadas de qualquer vício, não havendo no processo qualquer referência a eventuais benefícios ou vantagens auferidos e que a devolução de corretagem à Prisma Corretora, seu cliente regular, que tem como atividade a corretagem de mercadorias, era praxe do mercado e deixou de ser utilizada pelos defendentes. Sumariada a Defesa, concluímos nosso Relatório. Rio de Janeiro,24 de maio de 2001 ",n
